comments,labels
Banglallink এ কিভাবে এমার্জেন্সি টাকা নিবো কোড টা দেন প্লিজ,AV
আপনাদের data এর মেয়াদ আরো কমায়ে ১ দিন বা ১২ ঘন্টা করে দিন। ৩ দিন আসলে বেশি হয়ে যায়।,AV
ইন্টারনেট।  কিন্তু আপনাদের ইন্টারনেটর দাম অনেক বেশি।  মাসিক প্যাক গুলা।২৫/৩০ জিবি  ২/৩ শত টাকার  মধ্যে করা   উচিত।  যাতে করে।  নিম্ন বিত্ত মধ্যে বিত্ত সবাই ব্যবহার করতে পারে।,AV
বর্তমানে বন্ধ সিমের কোন অফার আছে কি?,AV
বন্ধ সিমের অফার কি??,AV
বন্ধ সিমে কি কি অফার আছে?,AV
Internet price ta aktu komay den amra student der jonno aktu manobota dakhan,AV
বন্ধ সিমে কি অফার আছে,AV
কথা বল্লে টাকা গ্রামিন এর থেকে কম কাটে কিন্তু এমবীর দান অনেক বেশি,AV
"বাংলালিংক নেট ভালো বাট,  ইন্টারনেটের ভালো অফার নেই।",AV
ছয় বছর দরে বাংলালিংক সিম চালাই তার মধ্যে ভালো কোনে অফার পেলাম না। আর যে পরিমাণ আমিন টাকা রিজাস করি ভালো কোনে অফার পেলাম না।,AV
বাংলা লিংক সিমেট্রি  ৪জি করতে চাই  কোন  টাকা  লাগবে কি আগের  সিম,AV
"ই সিমে যেতে কত ,টাকা লাগবে?",AV
ভালো কোন অফার আসে না,AV
এই বা*লের সিম না চালানো ই ভালো  ৫ বছর ধরে কোনো ভালো অফার ই পাই নাই ফা/লতু জনগন যতদিন ওদের সিমে টাকা লোড করা বন্ধ না করবে ততদিন ওদের অফার রেট কমবে না,AV
"Banglalink Sim er offer Valo na,,18 Taka 2 Gb ei offer  kom dey,,",AV
বাংলালিংক বন্ধ সিমের  অফার কি,AV
বাংলালিংক ইন্টারনেট ব্যালেন্স চেক কোড কি..???,AV
বন্ধ সিমের অফার আছে?,AV
"স্পিট অনেক ভালো কিন্তু ইন্টারনেটের মেয়াদ কম দেয় শালারা । ৬৯ টাকায় ৫,৬ জিবি মেয়াদ ৩ দিন। শালারা,,,এমন ভাবে অফার দেয় যেন কিনতে না পারে কেউ",AV
গাজীপুর সাটিয়াবাড় হাইস্প্রিড নেটওয়ার্ক পায় কিন্তু বাংলালিংক এর এমপির দাম বেশি,AV
TL,AV
আমি একটি টেলিটক সিম কিনতে চাইলোকেশন - মানিকগঞ্জ সদরকোথায় কাস্টমার অফিস?,AV
চাঁপাইনবাবগঞ্জে কি কোনো কাস্টমার অফিস  আছে?,AV
Teletalk চট্টগ্রাম কোথায আছে কাস্টমার কেয়ার,AV
"আমি একটি টেলিটক সিম কিনতে চাই লোকেশন পাঁচবিবি উপজেলার,, জেলা জয়পুরহাট কোথায় কাস্টমার অফিস ?",AV
"অফার দিয়ে কি করব।শতবর্ষ একটা সিম নিয়েছিলাম।আনলিমিটেড ডেটা ও কিনেছি কিন্তু দুঃখের বিষয় হলো কল করাই কঠিন হয়ে গেছে। ডেটা  তো বাদই দিলাম  নেটওয়ার্ক এতো বাজে , কি বলবো।",AV
"দেই না তো নেট ,   ভূয়া পোষ্ট",AV
IS,AV
"আমার বর্ণমালা সিমে ১০ সেকেন্ড করে টাকা কাটা হচ্ছে কেন?২ সেকেন্ড কথা বললে ১০ সেকেন্ডেের টাকা কাটা হচ্ছে,এমনটা কেন হচ্ছে?",AV
বালের সিম কোম্পানি।  শালা আমার সিম অন্য লোক রে দিয়ে দেয়। আর কাষ্টমার কেয়ার থেকে বলে এখন আর কিছু নাকি করা সম্ভব না।,AV
01518494618 নম্বর থেকে 17+ টাকা কেটেছে ।কি জন্য কাটছে জানাবেন।,AV
সব কিছু ঠিক আছে কিন্তুমাগার নেটওয়ার্কের সমস্যা।,AV
